name,price,odometer,is_dealer,link,condition,fuel,paint color,title status,transmission,type,cylinders,drive,location,VIN,est. monthly pmt,year,age,make,model,City (L/100 km),Highway (L/100 km),Combined (L/100 km),market,km_per_year,usage_ratio,usage_category,annual_fuel_cost
"2026 Mitsubishi Outlander PHEV SUV: ONLY 5,900 KMS, CLEAN CARFAX",57699,5982.0,1,https://www.craigslist.org/view/d/surrey-east-2026-mitsubishi-outlander/tk6fVikSi9enu66BPH43ip,excellent,hybrid,black,clean,automatic,SUV,4.0,4wd,FINANCE: $376 B/W+Tax *OAC!,,,2026.0,1.0,Mitsubishi,Outlander,9.4,7.8,8.7,Japanese,5982.0,0.4,Ultra Low/Weekend,2349.0
"2022 Ford Maverick LARIAT Pickup: 56K KMS, CLEAN CARFAX",33499,56000.0,1,https://www.craigslist.org/view/d/surrey-east-2022-ford-maverick-lariat/2QLkGKm2m1VkkLHvgWx4JP,excellent,gas,black,clean,automatic,pickup,4.0,4wd,FINANCE: $313 B/W+Tax *OAC!,,,2022.0,4.0,Ford,Maverick Lariat,8.149999999999999,7.6,7.949999999999999,American,14000.0,0.93,Average,2146.0
"2021 Ford Edge ST Line AWD SUV: PANORAMIC ROOF, LOCAL",21499,105000.0,1,https://www.craigslist.org/view/d/surrey-east-2021-ford-edge-st-line-awd/p3mkHoFomqePasLsRM7461,excellent,gas,blue,clean,automatic,SUV,4.0,4wd,NO/BAD/NEW CREDIT: ALL WELCOME!,,,2021.0,5.0,Ford,Edge,11.5,8.3,10.0,American,21000.0,1.4,Above Average,2700.0
"2022 Ford Explorer Limited Max 4WD SUV: LOW KMS, CLEAN CARFAX",37899,58000.0,1,https://www.craigslist.org/view/d/surrey-east-2022-ford-explorer-limited/fzGCvTttU8phmqvS1wDYAT,excellent,gas,black,clean,automatic,SUV,6.0,4wd,FINANCE: $354 B/W+Tax *OAC!,,,2022.0,4.0,Ford,Explorer,13.4,9.8,11.8,American,14500.0,0.97,Average,3186.0
2006 Honda Odessey,3300,167100.0,1,https://www.craigslist.org/view/d/coquitlam-2006-honda-odessey/bRTazKomxXcvedDuvEUkWV,good,gas,blue,clean,automatic,van,6.0,fwd,Coquitlam,,,2006.0,20.0,Honda,,,,,Japanese,8355.0,0.56,Below Average,
"2025 Ford Maverick XLT AWD Pickup: LOCAL, NO ACCIDENTS",38399,39235.0,1,https://www.craigslist.org/view/d/surrey-east-2025-ford-maverick-xlt-awd/pbRBirELYzb4ut8RAgAj5q,excellent,gas,grey,clean,automatic,pickup,4.0,4wd,FINANCE: $276 B/W+Tax *OAC!,,,2025.0,1.0,Ford,Maverick,5.8,6.9,6.3,American,39235.0,2.62,Highway/Heavy Commute,1701.0
2026 Kia Sportage X-Line Limited SUV • NO ACCIDENTS • COOLED SEATS,43199,11048.0,1,https://www.craigslist.org/view/d/surrey-east-2026-kia-sportage-line/awTwLyTHc2Fd7HpybsCFon,excellent,gas,green,clean,automatic,SUV,4.0,4wd,FINANCE: $281 B/W+Tax *OAC!,,,2026.0,1.0,Kia,Sportage,9.3,7.0,8.3,Korean,11048.0,0.74,Below Average,2241.0
2010 Honda Stepwagon Spada AWD,12990,100440.0,1,https://www.craigslist.org/view/d/burnaby-2010-honda-stepwagon-spada-awd/oydJrCxhV8nHrqWDobHVVc,excellent,gas,black,clean,automatic,minivan,4.0,4wd,Burnaby,,,2010.0,16.0,Honda,,,,,Japanese,6277.5,0.42,Ultra Low/Weekend,
2024 Mazda CX-50  GT w/Turbo SUV • 20 INCH WHEELS • LOW KMS,35999,56232.0,1,https://www.craigslist.org/view/d/surrey-east-2024-mazda-cx-50-gt-turbo/7RXmTG121DpRi13pywxAxW,excellent,gas,grey,clean,automatic,SUV,4.0,4wd,FINANCE: $258 B/W+Tax *OAC!,,,2024.0,2.0,Mazda,CX-50,10.05,8.05,9.15,Japanese,28116.0,1.87,Highway/Heavy Commute,2470.0
2010 Honda CR-Z Hybrid,11990,62500.0,1,https://www.craigslist.org/view/d/burnaby-2010-honda-cr-hybrid/qkpiwcdJgL7MymbY4je5tk,excellent,hybrid,blue,clean,automatic,hatchback,4.0,fwd,Burnaby,,,2010.0,16.0,Honda,CR-Z,,,,Japanese,3906.2,0.26,Ultra Low/Weekend,
2006 Volkswagen Jetta 4dr 1.9L TDI 2005 2004,3900,281799.0,1,https://www.craigslist.org/view/d/port-moody-2006-volkswagen-jetta-4dr/rmQeEvSmD6MLMLaN3KttM6,excellent,diesel,black,clean,automatic,sedan,4.0,fwd,Burrell Auto Group-Port Moody,,,2006.0,20.0,Volkswagen,Jetta,9.75,7.25,8.6,European,14090.0,0.94,Average,2322.0
2002 Jeep Liberty 4dr Sport 4WD,3900,231561.0,1,https://www.craigslist.org/view/d/port-moody-2002-jeep-liberty-4dr-sport/7vXwwjN5pYgVMdu7aUaMK2,excellent,gas,red,clean,automatic,SUV,6.0,4wd,Burrell Auto Group-Port Moody,,,2002.0,24.0,Jeep,Liberty,16.5,12.9,14.9,American,9648.4,0.64,Below Average,4023.0
"2020 Hyundai Kona Ultimate, AWD, NO ACCIDENT",18269,112015.0,1,https://www.craigslist.org/view/d/surrey-2020-hyundai-kona-ultimate-awd/vjoQDsNiy3K9xYhZS6n77u,excellent,gas,red,clean,automatic,SUV,4.0,4wd,Surrey,KM8K5CA51LU420610,,2020.0,6.0,Hyundai,Kona,9.0,7.8,8.6,Korean,18669.2,1.24,Above Average,2322.0
Mint 2012 E92 BMW M3 N/A V8! 56kms,58999,56329.0,1,https://www.craigslist.org/view/d/surrey-south-mint-2012-e92-bmw-m3-a-v8/hHwWAaFgYhNo5Qj3dK1RKr,like new,gas,blue,clean,automatic,convertible,8.0,rwd,South Surrey/White Rock,,,2012.0,14.0,BMW,M3,17.200000000000003,11.8,14.8,European,4023.5,0.27,Ultra Low/Weekend,3996.0
2022 Volkswagen Tiguan COMFORTLINE ( VW CERTIFIED ),24857,51000.0,1,https://www.craigslist.org/view/d/port-moody-2022-volkswagen-tiguan/m6mq5iknTPSnARttmvuF1G,like new,gas,custom,clean,automatic,SUV,,4wd,city of vancouver,3VV2B7AX1NM134321,,2022.0,4.0,Volkswagen,Tiguan,10.8,8.15,9.6,European,12750.0,0.85,Average,2592.0
2021 RAM 1500 LIMITED,48888,87500.0,1,https://www.craigslist.org/view/d/port-moody-2021-ram-1500-limited/tzryaZRZrc3rsaHYYrWbWF,like new,gas,blue,clean,automatic,truck,,fwd,city of vancouver,1C6SRFHT9MN505387,,2021.0,5.0,Ram,1500,15.05,10.6,13.05,American,17500.0,1.17,Average,3524.0
2026 Volkswagen Jetta Trendline ( BRAND NEW ),28540,20.0,1,https://www.craigslist.org/view/d/port-moody-2026-volkswagen-jetta/m6LXVnT8522S5XoAMG55BR,new,gas,black,clean,automatic,sedan,,fwd,city of vancouver,3VWCW7BU3TM013716,,2026.0,1.0,Volkswagen,Jetta,8.2,5.9,7.2,European,20.0,0.0,Ultra Low/Weekend,1944.0
2021 Volkswagen Atlas 2021 ATLAS HIGHLINE 7 SEATER ( 0% FINANCING AVAI,30688,89600.0,1,https://www.craigslist.org/view/d/port-moody-2021-volkswagen-atlas-2021/iVQzNMhk4caqTd8AHbs758,like new,gas,custom,clean,automatic,SUV,,4wd,city of vancouver,1V2BR2CA3MC573525,,2021.0,5.0,Volkswagen,Atlas,12.75,10.2,11.6,European,17920.0,1.19,Average,3132.0
2026 Volkswagen Jetta Trendline Auto,30500,20.0,1,https://www.craigslist.org/view/d/port-moody-2026-volkswagen-jetta/pqjudBjTbxt8u7zH7KRBmr,new,gas,custom,clean,automatic,sedan,,fwd,city of vancouver,3VWCW7BU3TM049745,,2026.0,1.0,Volkswagen,Jetta,8.2,5.9,7.2,European,20.0,0.0,Ultra Low/Weekend,1944.0
2025 Volkswagen ID. Buzz 1st Edition 4MOTION w/Two-Tone,63990,50.0,1,https://www.craigslist.org/view/d/port-moody-2025-volkswagen-id-buzz-1st/snKHoHykFSVuMbdMpKDadX,new,electric,custom,clean,automatic,minivan,,4wd,city of vancouver,WVG6YVEB2SH037223,,2025.0,1.0,Volkswagen,,,,,European,50.0,0.0,Ultra Low/Weekend,
2022 Volkswagen Tiguan COMFORTLINE ( CERTIFIED ),24688,72000.0,1,https://www.craigslist.org/view/d/port-moody-2022-volkswagen-tiguan/pVJD1dxhHs3Wbj5B2xp5GM,like new,gas,silver,clean,automatic,SUV,,4wd,city of vancouver,3VV2B7AX5NM080506,,2022.0,4.0,Volkswagen,Tiguan,10.8,8.15,9.6,European,18000.0,1.2,Above Average,2592.0
2026 Volkswagen Tiguan HIGHLINE R-LINE,53195,50.0,1,https://www.craigslist.org/view/d/port-moody-2026-volkswagen-tiguan/gUMVgnEaiWaRMND3ty8QVK,new,gas,custom,clean,automatic,SUV,,4wd,city of vancouver,3VVUW7RM1TM075744,,2026.0,1.0,Volkswagen,Tiguan,9.4,7.3,8.5,European,50.0,0.0,Ultra Low/Weekend,2295.0
2017 Toyota Highlander XLE AWD | Accident Free | 8-Seater | Leather,27500,140126.0,1,https://www.craigslist.org/view/d/langley-2017-toyota-highlander-xle-awd/s3W5HgV8mn1YbU3mha6dzy,good,gas,silver,clean,automatic,SUV,6.0,4wd,Call or Text Austin @DealerShift,5TDJZRFH0HS507470,,2017.0,9.0,Toyota,Highlander,11.8,8.8,10.4,Japanese,15569.6,1.04,Average,2808.0
2009 Nissan Rogue SL 2010 2008,2900,369840.0,1,https://www.craigslist.org/view/d/port-moody-2009-nissan-rogue-sl/sTwaut8VHMrq5EopzbYXfT,excellent,gas,grey,clean,automatic,SUV,4.0,4wd,Burrell Auto Group-Port Moody,,,2009.0,17.0,Nissan,Rogue,10.6,8.85,9.8,Japanese,21755.3,1.45,Above Average,2646.0
2026 Volkswagen Tiguan Comfortline R-Line Black 4MOTION,46695,30.0,1,https://www.craigslist.org/view/d/port-moody-2026-volkswagen-tiguan/562STeuCkFDMYHT9EuZS1e,new,gas,black,clean,automatic,SUV,,4wd,city of vancouver,3VVGR7RM5TM010903,,2026.0,1.0,Volkswagen,Tiguan,9.4,7.3,8.5,European,30.0,0.0,Ultra Low/Weekend,2295.0
2021 Toyota Highlander Hybrid Limited AWD | 1-Owner | Accident Free,47500,77200.0,1,https://www.craigslist.org/view/d/langley-2021-toyota-highlander-hybrid/jwTWCAmKFPYL1gQEaLWpQy,good,hybrid,white,clean,automatic,SUV,4.0,4wd,Call or Text Austin @DealerShift,5TDDBRCH5MS040322,,2021.0,5.0,Toyota,Highlander,6.65,6.8,6.7,Japanese,15440.0,1.03,Average,1809.0
2025 Volkswagen Tiguan TRENDLINE AWD,37690,5000.0,1,https://www.craigslist.org/view/d/port-moody-2025-volkswagen-tiguan/q91jhNvzciDiLukv8Uotek,new,gas,white,clean,automatic,SUV,,4wd,city of vancouver,3VVBR7RM1SM035533,,2025.0,1.0,Volkswagen,Tiguan,10.5,7.8,9.3,European,5000.0,0.33,Ultra Low/Weekend,2511.0
2025 Honda CR-V Hybrid EX-L AWD,44800,54457.0,1,https://www.craigslist.org/view/d/coquitlam-2025-honda-cr-hybrid-ex-awd/eLaFqesgaxGELpguizEiqB,like new,gas,black,clean,automatic,SUV,4.0,4wd,CarMatch,,,2025.0,1.0,Honda,CR-V,8.4,7.1,7.8,Japanese,54457.0,3.63,Highway/Heavy Commute,2106.0
2024 Hyundai Kone Electric Ultimate | One Owner | No Accidents,42991,6500.0,1,https://www.craigslist.org/view/d/surrey-2024-hyundai-kone-electric/aourAnWjxuv96nzfN3gibz,excellent,electric,,clean,automatic,,,fwd,delta/surrey/langley,,,2024.0,2.0,Hyundai,,,,,Korean,3250.0,0.22,Ultra Low/Weekend,
2024 Kia Seltos LX AWD,24000,63600.0,1,https://www.craigslist.org/view/d/port-moody-2024-kia-seltos-lx-awd/stMr7YSw5Tj9xGNhTCQJYL,like new,gas,black,clean,automatic,SUV,,4wd,city of vancouver,KNDEUCAA3R7622261,,2024.0,2.0,Kia,Seltos,8.8,7.5,8.2,Korean,31800.0,2.12,Highway/Heavy Commute,2214.0
2026 VOLKSWAGEN GOLF R BLACK EDITION ( BRAND NEW ),60640,30.0,1,https://www.craigslist.org/view/d/port-moody-2026-volkswagen-golf-black/qpkKD4kYcxZoWxqk3VLv4W,new,gas,custom,clean,automatic,hatchback,,4wd,city of vancouver,WVWKF7CDXTW237305,,2026.0,1.0,Volkswagen,Golf R,10.5,7.7,9.3,European,30.0,0.0,Ultra Low/Weekend,2511.0
2025 ATLAS EXECLINE R-LINE ( VW CERTIFIED ),53289,29000.0,1,https://www.craigslist.org/view/d/port-moody-2025-atlas-execline-line-vw/bodpRLdpLpCHnHt2UCQHRT,like new,gas,silver,clean,automatic,SUV,,4wd,city of vancouver,1V2FR2CA5SC517889,,2025.0,1.0,Volkswagen,Atlas,12.75,9.3,11.2,European,29000.0,1.93,Highway/Heavy Commute,3024.0
2015 Subaru Forester limited,11995,161078.0,1,https://www.craigslist.org/view/d/delta-2015-subaru-forester-limited/fJNZvdshU2qrkYLjfy7KPG,like new,gas,blue,clean,automatic,SUV,4.0,4wd,Vancouver,,,2015.0,11.0,Subaru,Forester,10.2,8.4,9.4,Japanese,14643.5,0.98,Average,2538.0
2025 Audi Q3 45 SLINE ( NBO ACCIDENT ),43888,36150.0,1,https://www.craigslist.org/view/d/port-moody-2025-audi-q3-45-sline-nbo/mkfdwG8zteepTUAebmM9Xm,like new,gas,black,clean,automatic,SUV,,4wd,city of vancouver,WA1EECF3XS1076679,,2025.0,1.0,Audi,Q3,11.2,8.15,9.85,European,36150.0,2.41,Highway/Heavy Commute,2659.0
2026 VOLKSWAGEN GOLF GTI AUTOBAHN ( BRAND NEW ),44340,30.0,1,https://www.craigslist.org/view/d/port-moody-2026-volkswagen-golf-gti/53ZpDzv4ZAwifx7WJQmmHu,new,gas,custom,clean,automatic,other,,fwd,city of vancouver,WVWRE7CD5TW224978,,2026.0,1.0,Volkswagen,Golf GTI,9.9,7.4,8.8,European,30.0,0.0,Ultra Low/Weekend,2376.0
2017 bmw xDRIVE 35i,21488,82500.0,1,https://www.craigslist.org/view/d/port-moody-2017-bmw-xdrive-35i/uV63VtVxNn2PSqgFD5T4PH,like new,gas,custom,clean,automatic,SUV,,4wd,city of vancouver,5UXWX7C3XH0U43870,,2017.0,9.0,BMW,M,13.7,9.2,11.7,European,9166.7,0.61,Below Average,3159.0
2013 BMW X3 xDrive 28i,9737,148800.0,1,https://www.craigslist.org/view/d/port-moody-2013-bmw-x3-xdrive-28i/a1v4cWoqJMpjgugfq8Eidg,like new,gas,silver,clean,automatic,SUV,,4wd,city of vancouver,5UXWX9C55D0D02800,,2013.0,13.0,BMW,X3,11.75,8.7,10.35,European,11446.2,0.76,Below Average,2794.0
2023 Volkswagen Atlas Cross Sport Execline  R-Line 4MOTION,33488,96777.0,1,https://www.craigslist.org/view/d/port-moody-2023-volkswagen-atlas-cross/ip7V3F3fBm1EiMmCXfaefE,like new,gas,white,clean,automatic,SUV,,4wd,city of vancouver,1V2FE2CA9PC201527,,2023.0,3.0,Volkswagen,Atlas Cross Sport,11.0,9.6,10.3,European,32259.0,2.15,Highway/Heavy Commute,2781.0
2007 Honda CR-V EX CRV 2006 2005,5900,282904.0,1,https://www.craigslist.org/view/d/port-moody-2007-honda-cr-ex-crv/urPZMn5n59bJy1MtML7yzX,excellent,gas,blue,clean,automatic,SUV,4.0,4wd,Burrell Auto Group-Port Moody,,,2007.0,19.0,Honda,CR-V,11.85,9.0,10.55,Japanese,14889.7,0.99,Average,2849.0
2018 Jeep Wrangler JK Unlimited Rubicon,26588,102500.0,1,https://www.craigslist.org/view/d/port-moody-2018-jeep-wrangler-jk/iYmoZzeRKbrBWqzSwZya8B,like new,gas,white,clean,automatic,SUV,,fwd,city of vancouver,1C4HJWFGXJL915896,,2018.0,8.0,Jeep,Wrangler JK Unlimited,14.85,11.55,13.35,American,12812.5,0.85,Average,3604.0
2009 Nissan Rogue S 2010 2008,3900,233152.0,1,https://www.craigslist.org/view/d/port-moody-2009-nissan-rogue/9WJUS5oxz6rWCD63nvwHHd,excellent,gas,grey,clean,automatic,SUV,4.0,fwd,Burrell Auto Group-Port Moody,,,2009.0,17.0,Nissan,Rogue,10.6,8.85,9.8,Japanese,13714.8,0.91,Average,2646.0
2007 Nissan Caravan Turbo Diesel,16990,61370.0,1,https://www.craigslist.org/view/d/burnaby-2007-nissan-caravan-turbo-diesel/uTVnCAFok4qn7toq4BYze2,excellent,diesel,white,clean,automatic,van,4.0,rwd,Burnaby,,,2007.0,19.0,Nissan,,,,,Japanese,3230.0,0.22,Ultra Low/Weekend,
2026 Chevrolet Silverado 1500 HIGH COUNTRY 6.2 V8 GAS NEW NEW LTZ,86805,25.0,1,https://www.craigslist.org/view/d/vancouver-2026-chevrolet-silverado-1500/tSUTAX9B7UE2cvf6ZVhQnf,new,gas,black,clean,automatic,pickup,8.0,4wd,vancouver,,,2026.0,1.0,Chevrolet,Silverado,15.75,13.0,14.4,American,25.0,0.0,Ultra Low/Weekend,3888.0
2021 GMC CANYON AT4 WHITE 3.6 V6 4x4 Leather clean,36880,88400.0,1,https://www.craigslist.org/view/d/vancouver-2021-gmc-canyon-at4-white-36/xmefqQQEJj4yvM9z7orRbn,excellent,gas,white,clean,automatic,pickup,6.0,4wd,vancouver,,,2021.0,5.0,GMC,Canyon,13.9,10.1,12.2,American,17680.0,1.18,Average,3294.0
2015 Jeep Cherokee 4WD North,11961,87500.0,1,https://www.craigslist.org/view/d/port-moody-2015-jeep-cherokee-4wd-north/fpdbYm71sKckRNzqLHLKBm,like new,gas,white,clean,automatic,SUV,,fwd,city of vancouver,1C4PJMCB8FW744760,,2015.0,11.0,Jeep,Cherokee,11.4,8.4,10.05,American,7954.5,0.53,Ultra Low/Weekend,2714.0
2026 Chevrolet Silverado 1500 TRAIL BOSS  Z71 WHITE 6.6 feet box NEW,58890,50.0,1,https://www.craigslist.org/view/d/vancouver-2026-chevrolet-silverado-1500/8n7Gq1CsbyoSnAZ4uaBkNy,new,gas,white,clean,automatic,pickup,4.0,4wd,Vancouver,,,2026.0,1.0,Chevrolet,Silverado,13.7,11.8,12.8,American,50.0,0.0,Ultra Low/Weekend,3456.0
2026 Chevrolet Silverado 1500 CREW CAB 4x4 NEW  6.6 feet box,55780,25.0,1,https://www.craigslist.org/view/d/vancouver-2026-chevrolet-silverado-1500/rzKKD5L6eFwA5TSywGhwbn,new,gas,white,clean,automatic,pickup,4.0,4wd,vancouver,,,2026.0,1.0,Chevrolet,Silverado,13.7,11.8,12.8,American,25.0,0.0,Ultra Low/Weekend,3456.0
2025 GMC SAVANA 5 passenger van extended wheel base cargo V6 NEW,65674,25.0,1,https://www.craigslist.org/view/d/vancouver-2025-gmc-savana-passenger-van/qZLJhBwcfH5LWngB45j3Yy,new,gas,white,clean,automatic,truck,6.0,rwd,Vancouver,,,2025.0,1.0,GMC,,,,,American,25.0,0.0,Ultra Low/Weekend,
"2023 Chevrolet Trailblazer AWD 43.000 km Clean, no accidents, local",21789,43800.0,1,https://www.craigslist.org/view/d/vancouver-2023-chevrolet-trailblazer/4YU6rT4wYniKTi1Sd78Gsd,excellent,gas,grey,clean,automatic,SUV,3.0,4wd,vancouver,KL79MNSL5PB196884,,2023.0,3.0,Chevrolet,TrailBlazer,,,,American,14600.0,0.97,Average,
"2022 FORD MUSTANG MACH E GT PERFORMANCE edition AWD 27,000 km LIKE NEW",43794,27000.0,1,https://www.craigslist.org/view/d/vancouver-2022-ford-mustang-mach-gt/h5y9YH15gLPxuaKM5Vt9PU,like new,electric,yellow,clean,automatic,SUV,,4wd,vancouver,3FMTK4SX8NMA04306,,2022.0,4.0,Ford,Mustang,11.9,8.6,10.4,American,6750.0,0.45,Ultra Low/Weekend,2808.0
"2023 JEEP Grand Cherokee SUMMIT RESERVE only 29,000 km",56630,29000.0,1,https://www.craigslist.org/view/d/vancouver-2023-jeep-grand-cherokee/tbuM4H7QohZQ1uwgwRhLyb,excellent,gas,white,clean,automatic,SUV,6.0,4wd,vancouver,1C4RJHEG4P8844790,,2023.0,3.0,Jeep,Grand Cherokee,12.3,9.2,10.9,American,9666.7,0.64,Below Average,2943.0
"2023 JEEP GLADIATOR RUBICON 47,000 km LIKE NEW",44990,47500.0,1,https://www.craigslist.org/view/d/vancouver-2023-jeep-gladiator-rubicon/5pbYhnzSufQ2pwaSr8WFFF,like new,gas,grey,clean,automatic,pickup,6.0,4wd,vancouver,1C6JJTBG7PL534948,,2023.0,3.0,Jeep,Gladiator,12.35,9.55,11.15,American,15833.3,1.06,Average,3010.0
2026 Chevrolet Silverado 1500 Trail Boss PREMIUM LT silver NEW,72751,25.0,1,https://www.craigslist.org/view/d/vancouver-2026-chevrolet-silverado-1500/p37YZoNnsAXAJZRsb9Xx7W,new,gas,grey,clean,automatic,pickup,8.0,4wd,vancouver,,,2026.0,1.0,Chevrolet,Silverado,15.75,13.0,14.4,American,25.0,0.0,Ultra Low/Weekend,3888.0
2013 Toyota Venza LOCAL BC VEHICLE. ONE OWNER.,15800,141241.0,1,https://www.craigslist.org/view/d/richmond-2013-toyota-venza-local-bc/p7bQfdFPVGBJvsh9KTgahx,excellent,gas,grey,clean,automatic,SUV,4.0,,Richmond,4T3BA3BB9DU042741,,2013.0,13.0,Toyota,Venza,11.5,8.35,10.1,Japanese,10864.7,0.72,Below Average,2727.0
2006 Toyota Matrix XR 5MT. LOCAL BC VEHICLE. NO ACCIDENT. TRUE KMS UNK,2999,299999.0,1,https://www.craigslist.org/view/d/richmond-2006-toyota-matrix-xr-5mt/1Q83qax7j7mYDL62XsBFJx,good,gas,grey,clean,manual,hatchback,4.0,fwd,Richmond,2T1KR32E36C615097,,2006.0,20.0,Toyota,Matrix,10.05,7.85,9.05,Japanese,15000.0,1.0,Average,2444.0
2014 BMW X5 35i xDrive. LOCAL BC VEHICLE. ONE OWNER. FULL SERVICE RECO,15499,131797.0,1,https://www.craigslist.org/view/d/richmond-2014-bmw-x5-35i-xdrive-local/gnAiaK7QA3gBd8kV1Uewak,excellent,gas,white,clean,automatic,SUV,6.0,4wd,Richmond,5UXKR0C57E0C27975,,2014.0,12.0,BMW,X5,12.9,8.8,11.1,European,10983.1,0.73,Below Average,2997.0
2010 Lexus IS IS 350 Convertible. LOCAL BC VEHICLE. SERVICE DONE.,19999,192172.0,1,https://www.craigslist.org/view/d/richmond-2010-lexus-is-is-350/4yBQmHCHKcScghEKHp4PdS,excellent,gas,white,clean,automatic,convertible,6.0,rwd,Richmond,JTHFE2C26A2501144,,2010.0,16.0,Lexus,IS 350 C,13.0,9.4,11.4,Japanese,12010.8,0.8,Average,3078.0
2018 BMW 5-Series 530i xDrive. LOCAL BC VEHICLE. M SPORT PACKAGE. LOW,29999,43487.0,1,https://www.craigslist.org/view/d/richmond-2018-bmw-series-530i-xdrive/a5Y5DdpgGiUMGk7RfQLXuH,excellent,gas,,clean,automatic,sedan,4.0,4wd,Richmond,WBAJA7C56JWA71722,,2018.0,8.0,BMW,530i,10.2,7.2,8.9,European,5435.9,0.36,Ultra Low/Weekend,2403.0
"2026 GMC YUKON DENALI RESERVE BLACK NIGHTFALL edition 24"" wheels",128750,25.0,1,https://www.craigslist.org/view/d/vancouver-2026-gmc-yukon-denali-reserve/1FvKXQVaWoCveqjXauKYc2,new,gas,black,clean,automatic,SUV,8.0,4wd,vancouver,,,2026.0,1.0,GMC,Yukon Denali,15.7,12.0,14.0,American,25.0,0.0,Ultra Low/Weekend,3780.0
2024 Volkswagen Taos HIGHLINE ( VW CERTIFIED ),27888,42800.0,1,https://www.craigslist.org/view/d/port-moody-2024-volkswagen-taos/aHaiH5jynzg1FxAc9RFiGu,like new,gas,custom,clean,automatic,SUV,,4wd,city of vancouver,3VV4X7B20RM026386,,2024.0,2.0,Volkswagen,Taos,8.4,6.5,7.5,European,21400.0,1.43,Above Average,2025.0
2009 Toyota Matrix S 2.4L. LOCAL BC VEHICLE. ALL-WHEEL DRIVE TRIM.,8999,185575.0,1,https://www.craigslist.org/view/d/richmond-2009-toyota-matrix-24l-local/gKhBHkVBoJjydw7BKbwDv6,excellent,gas,silver,clean,automatic,hatchback,4.0,4wd,Richmond,2T1LE40E69C004901,,2009.0,17.0,Toyota,Matrix,,,,Japanese,10916.2,0.73,Below Average,
2009 Hyundai Tucson V6 Limited. LOCAL BC VEHICLE. LOW ON MILEAGE. SERV,6999,113353.0,1,https://www.craigslist.org/view/d/richmond-2009-hyundai-tucson-v6-limited/9cTdbKuQ3ycTh1456GuZBY,,gas,black,clean,automatic,SUV,6.0,4wd,Richmond,KM8JM72D39U110236,,2009.0,17.0,Hyundai,Tucson,12.95,10.15,11.7,Korean,6667.8,0.44,Ultra Low/Weekend,3159.0
2010 Toyota Matrix LOCAL BC VEHICLE. LOW KILOMETRES.,13800,132021.0,1,https://www.craigslist.org/view/d/richmond-2010-toyota-matrix-local-bc/ee95exEXmEJEPyQkRUzVgX,excellent,gas,silver,clean,automatic,hatchback,4.0,fwd,Richmond,2T1KU4EE4AC356547,,2010.0,16.0,Toyota,Matrix,,,,Japanese,8251.3,0.55,Below Average,
"2012 Toyota Corolla LOCAL BC VEHICLE. 66,903 KM ONLY.",13999,66903.0,1,https://www.craigslist.org/view/d/richmond-2012-toyota-corolla-local-bc/8oaFBQ9YYToNmkU4MTSFfp,excellent,gas,silver,clean,automatic,sedan,4.0,fwd,Richmond,2T1BU4EE9CC850521,,2012.0,14.0,Toyota,Corolla,9.95,7.3,8.75,Japanese,4778.8,0.32,Ultra Low/Weekend,2362.0
2011 Toyota Matrix S. LOCAL BC VEHICLE.,12999,157141.0,1,https://www.craigslist.org/view/d/richmond-2011-toyota-matrix-local-bc/au3SVVRD5pGJonckr17jpv,excellent,gas,white,clean,automatic,hatchback,4.0,fwd,Richmond,2T1KU4EE3BC538810,,2011.0,15.0,Toyota,Matrix,,,,Japanese,10476.1,0.7,Below Average,
2017 Infiniti QX70 LOCAL BC VEHICLE. SERVICE DONE.,21999,163832.0,1,https://www.craigslist.org/view/d/richmond-2017-infiniti-qx70-local-bc/g3QPQxGeVzTFYVS2sVFDzZ,excellent,gas,white,clean,automatic,SUV,6.0,4wd,Richmond,JN8CS1MW3HM410800,,2017.0,9.0,Infiniti,QX70,14.5,10.8,12.8,Japanese,18203.6,1.21,Above Average,3456.0
2012 Hyundai Tucson GL.BC LOCAL VEHICLE. ONE OWNER. NO ACCIDENTS. FULL,9999,146881.0,1,https://www.craigslist.org/view/d/richmond-2012-hyundai-tucson-glbc-local/3FoMCXhoQeTuCD6FDKqEy9,excellent,gas,black,clean,automatic,SUV,4.0,4wd,Richmond,KM8JTCAC3CU496135,,2012.0,14.0,Hyundai,Tucson,11.35,8.45,9.95,Korean,10491.5,0.7,Below Average,2686.0
2026 Volkswagen Jetta GLI Autobahn ( BRAND NEW ),37945,30.0,1,https://www.craigslist.org/view/d/port-moody-2026-volkswagen-jetta-gli/kzNEbfUnKVG87RGTCevYuK,like new,gas,custom,clean,automatic,sedan,,fwd,city of vancouver,3VW2M7BU8TM059639,,2026.0,1.0,Volkswagen,Jetta GLI,9.15,6.65,8.1,European,30.0,0.0,Ultra Low/Weekend,2187.0
2022 Hyundai Santa Fe Luxury AWD,27300,113500.0,1,https://www.craigslist.org/view/d/port-moody-2022-hyundai-santa-fe-luxury/ppTeRCGZYL9UrLrWw4wUQ5,like new,gas,black,clean,automatic,SUV,,4wd,city of vancouver,KM8S5DA1XNU025833,,2022.0,4.0,Hyundai,Santa Fe,10.6,8.5,9.9,Korean,28375.0,1.89,Highway/Heavy Commute,2673.0
